DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NL,2014,83,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NL,2015,84,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NL,2016,83,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NL,2017,82,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NL,2018,82,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NL,2019,82,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NL,2020,82,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NL,2021,82,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NL,2022,80,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2012,85,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2013,86,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2014,86,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2015,88,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2016,85,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2017,85,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2018,84,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2019,84,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2020,84,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2021,85,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,NO,2022,84,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2012,58,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2013,60,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2014,61,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2015,63,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2016,62,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2017,60,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2018,60,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2019,58,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2020,56,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2021,56,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PL,2022,55,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2012,63,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2013,62,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2014,63,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2015,64,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2016,62,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2017,63,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2018,64,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2019,62,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2020,61,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2021,62,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,PT,2022,62,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2012,44,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2013,43,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2014,43,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2015,46,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2016,48,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2017,48,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2018,47,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2019,44,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2020,44,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2021,45,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RO,2022,46,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2012,39,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2013,42,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2014,41,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2015,40,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2016,42,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2017,41,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2018,39,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2019,39,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2020,38,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2021,38,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RS,2022,36,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2012,28,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2013,28,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2014,27,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2015,29,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2016,29,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2017,29,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2018,28,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2019,28,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2020,30,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2021,29,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,RU,2022,28,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2012,88,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2013,89,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2014,87,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2015,89,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2016,88,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2017,84,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2018,85,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2019,85,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2020,85,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2021,85,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SE,2022,83,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2012,61,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2013,57,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2014,58,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2015,60,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2016,61,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2017,61,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2018,60,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2019,60,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2020,60,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2021,57,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SI,2022,56,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2012,46,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2013,47,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2014,50,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2015,51,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2016,51,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2017,50,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2018,50,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2019,50,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2020,49,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2021,52,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,SK,2022,53,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2012,49,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2013,50,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2014,45,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2015,42,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2016,41,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2017,40,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2018,41,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2019,39,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2020,40,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2021,38,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,TR,2022,36,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2012,74,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2013,76,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2014,78,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2015,81,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2016,81,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2017,82,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2018,80,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2019,77,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2020,77,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2021,78,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,UK,2022,73,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2012,73,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2013,73,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2014,74,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2015,76,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2016,74,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2017,75,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2018,71,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2019,69,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2020,67,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2021,67,
ESTAT:SDG_16_50(1.0),14/02/23 23:00:00,A,NR,US,2022,69,
